5	2	600.0000004253197
5	2	600.0000004682926
5	2	600.0000287804088
5	2	600.0000004776175
5	2	600.0000005546416
5	2	600.0000002288107
5	2	600.0000001646407
5	2	600.0000005073292
5	2	600.0000004755182
5	2	600.0000001761528
5	2	600.0000005898748
5	2	600.0000002874116
5	2	600.0000004305108
5	2	600.0000004861589
5	2	600.0000001511826
5	2	600.0000003686828
5	2	600.0000002078377
5	2	600.0000004393683
5	2	600.0000006913652
5	2	600.0000002630026
5	2	600.0000002911238
5	2	600.0000002944012
5	2	600.0000003543951
5	2	600.000000375631
5	2	600.0000004417532
5	2	600.0000002815999
5	2	600.0000003964171
5	2	600.000000563492
5	2	600.0000002420552
5	2	600.0000003920652
5	2	600.0000005576703
5	2	600.0000004547138
5	2	600.0000004668984
5	2	600.0000002130668
5	2	600.000000429051
5	2	600.0000002400766
5	2	600.000000460336
5	2	600.0000001996027
5	2	600.0000000494406
5	2	600.0000003187347
5	2	600.0000004510792
5	2	600.0000000405832
5	2	600.0000004883327
5	2	600.0000004320967
5	2	600.0000001827268
5	2	600.0000005349103
5	2	600.0000003269586
5	2	600.0000002663264
5	2	600.0000002648529
5	2	600.000000263382
5	2	600.0000001275305
5	10	600.000000913966
5	10	600.0000007126772
5	10	600.0000008132407
5	10	600.0000006298583
5	10	600.000000800758
5	10	600.0000009987924
5	10	600.0000007386856
5	10	600.0000006280746
5	10	600.0000007291395
5	10	600.000000763883
5	10	600.0000006033841
5	10	600.0000009297147
5	10	600.0000007727507
5	10	600.0000007786626
5	10	600.0000008550621
5	10	600.0000007074353
5	10	600.0000007380235
5	10	600.0000007739858
5	10	600.0000007562057
5	10	600.0000007405048
5	10	600.0000008313837
5	10	600.0000007001911
5	10	600.0000057540936
5	10	600.0000009528925
5	10	600.000000767938
5	10	600.0000007169504
5	10	600.0000006514063
5	10	600.0000007720033
5	10	600.0000007054789
5	10	600.0000009075787
5	10	600.0000008126632
5	10	600.0000007326657
5	10	600.0000007224834
5	10	600.0000007488868
5	10	600.0000007678798
5	10	600.0000007619722
5	10	600.0000006737998
5	10	600.0000008712542
5	10	600.0000007787422
5	10	600.0000007449271
5	10	600.0000008602249
5	10	600.0000007225111
5	10	600.000001042807
5	10	600.0000007919909
5	10	600.0000009748138
5	10	600.0000006777229
5	10	600.0000007681973
5	10	600.0000006498536
5	10	600.0000007170945
5	10	600.0000007573386
5	10	600.0000005941133
