3	2	400.0000000079277
3	2	400.0000000221615
3	2	400.00000000355635
3	2	400.00000002391664
3	2	400.00000002738994
3	2	400.0000000153695
3	2	400.0000000081527
3	2	400.00000000859274
3	2	400.00000000426024
3	2	400.0000000001313
3	2	400.0000000162946
3	2	400.00000004488743
3	2	400.00000000881107
3	2	400.00000001348866
3	2	400.00000000017434
3	2	400.00000003342984
3	2	400.0000000311393
3	2	400.00000001574404
3	2	400.0000000191917
3	2	400.00000000172327
3	2	400.00000001616337
3	2	400.0000000117457
3	2	400.00000006257795
3	2	400.00000001173976
3	2	400.0000000621077
3	2	400.0000000077137
3	2	400.0000000031968
3	2	400.0000000009444
3	2	400.0000000177
3	2	400.00000000429407
3	2	400.00000005093136
3	2	400.0000000165987
3	2	400.00000001157673
3	2	400.0000000203856
3	2	400.0000000052011
3	2	400.00000000534715
3	2	400.0000000032933
3	2	400.00000000918976
3	2	400.00000000181416
3	2	400.00000002355455
3	2	400.00000000637397
3	2	400.0000000056748
3	2	400.0000000045373
3	2	400.00000000501683
3	2	400.000000008458
3	2	400.000000002654
3	2	400.0000000222633
3	2	400.0000000097892
3	2	400.0000000023627
3	2	400.0000000035052
3	2	400.0000000029148
3	10	400.0000005389562
3	10	400.00000064443253
3	10	400.00000024045147
3	10	400.00000052435405
3	10	400.0000007963952
3	10	400.0000003481821
3	10	400.00000081740103
3	10	400.00000056361336
3	10	400.0000005007805
3	10	400.0000004575315
3	10	400.0000003037924
3	10	400.0000008305219
3	10	400.0000005147182
3	10	400.0000002450507
3	10	400.00000040199205
3	10	400.00000032733914
3	10	400.0000012049964
3	10	400.00000027642596
3	10	400.0000019953533
3	10	400.00000111645227
3	10	400.00000044643053
3	10	400.0000005265733
3	10	400.0000003434797
3	10	400.00000028653295
3	10	400.0000001474465
3	10	400.00000042290196
3	10	400.0000004778807
3	10	400.00000060410065
3	10	400.000000360891
3	10	400.00000060360884
3	10	400.00000076285585
3	10	400.00000015767085
3	10	400.0000003594815
3	10	400.00000061142384
3	10	400.0000003852971
3	10	400.000000434148
3	10	400.000000602789
3	10	400.0000006942712
3	10	400.0000008556933
3	10	400.0000011818118
3	10	400.00000073001
3	10	400.0000001719397
3	10	400.00000047486105
3	10	400.0000004855532
3	10	400.00000008739215
3	10	400.0000004753639
3	10	400.0000003477984
3	10	400.0000004162026
3	10	400.0000002225565
3	10	400.0000005477794
3	10	400.0000009199755
4	2	500.00000001756325
4	2	500.0000000097727
4	2	500.0000000089116
4	2	500.0000000024941
4	2	500.0000000064223
4	2	500.00000000700186
4	2	500.0000000088752
4	2	500.0000000023415
4	2	500.0000000114165
4	2	500.0000000159255
4	2	500.00000000956146
4	2	500.0000000061059
4	2	500.00000001899207
4	2	500.00000000441526
4	2	500.0000000275492
4	2	500.0000000020646
4	2	500.0000000005711
4	2	500.00000000398074
4	2	500.9949590721949
4	2	500.00000001502923
4	2	500.00000003239006
4	2	500.0000000049755
4	2	500.0000000036743
4	2	500.00000006369424
4	2	500.0000000048514
4	2	500.00000001081594
4	2	500.000000005651
4	2	500.0000000069581
4	2	500.00000000167006
4	2	500.0000000361126
4	2	500.00000000052677
4	2	500.000000010403
4	2	500.0000000066544
4	2	500.00000000471294
4	2	500.0000000017082
4	2	500.00000002235384
4	2	500.0000000001368
4	2	500.0000000058517
4	2	500.0000000222248
4	2	500.00000000422284
4	2	500.00000000288094
4	2	500.000000004436
4	2	500.0000000044918
4	2	500.0000000058484
4	2	500.0000000248749
4	2	500.0000000095847
4	2	500.00000000631934
4	2	500.0000000146284
4	2	500.0000000022972
4	2	500.00000000206677
4	2	500.000000002641
4	10	502.23946726508314
4	10	507.03379736916554
4	10	506.79576551097693
4	10	505.31181311108764
4	10	506.79893066739555
4	10	507.1936542641779
4	10	505.38156953210165
4	10	508.686517693689
4	10	508.5658673801486
4	10	503.9798364251241
4	10	507.0449046618884
4	10	504.7397231547069
4	10	506.1664329848508
4	10	509.6489626024701
4	10	506.88901357311437
4	10	509.79184014427454
4	10	505.181387317787
4	10	505.6401849710848
4	10	504.9747958672225
4	10	509.0035755071418
4	10	507.12629080516353
4	10	505.96975469359813
4	10	507.5219581941008
4	10	507.87216198417843
4	10	504.96615906970254
4	10	516.9168486522823
4	10	508.931058470337
4	10	509.67240133491237
4	10	508.66237473342517
4	10	512.5121566045666
4	10	505.58350471769063
4	10	504.50737106377863
4	10	504.1735474887469
4	10	507.70289239121337
4	10	508.61540071117986
4	10	510.13533356028415
4	10	508.24917174790033
4	10	508.8660326055258
4	10	506.2564123546644
4	10	507.75532065447106
4	10	507.88048473095125
4	10	507.3567526055472
4	10	509.7094579811564
4	10	507.81837079308434
4	10	507.42095604532227
4	10	507.7612992615755
4	10	507.9172872534263
4	10	507.66590685162487
4	10	506.0598988767797
4	10	504.9827086762015
4	10	505.2922562948139
